benchmark,m,horizon,depth,rank_idx,singular_value,explained_variance_ratio,cumulative_variance_ratio,effective_rank_90,effective_rank_95,effective_rank_99,n_fscs,tensor_time_s,k,epsilon,ari,merge_fidelity,exact_classes,approx_classes
gridworld_8x8,2.0,2.0,2.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,2.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,389.987,,,,,,
gridworld_8x8,2.0,2.0,-1.0,-1.0,,,,,,,6405.0,389.987,3.0,0.0,1.0,1.0,6.0,6.0
gridworld_8x8,2.0,2.0,-1.0,-1.0,,,,,,,6405.0,389.987,3.0,0.1,1.0,1.0,6.0,6.0
gridworld_8x8,2.0,2.0,-1.0,-1.0,,,,,,,6405.0,389.987,3.0,0.3,1.0,1.0,4.0,4.0
gridworld_8x8,2.0,2.0,-1.0,-1.0,,,,,,,6405.0,389.987,3.0,0.5,1.0,1.0,3.0,3.0
gridworld_8x8,2.0,2.0,-1.0,-1.0,,,,,,,6405.0,389.987,5.0,0.0,1.0,1.0,6.0,6.0
gridworld_8x8,2.0,2.0,-1.0,-1.0,,,,,,,6405.0,389.987,5.0,0.1,1.0,1.0,6.0,6.0
gridworld_8x8,2.0,2.0,-1.0,-1.0,,,,,,,6405.0,389.987,5.0,0.3,1.0,1.0,4.0,4.0
gridworld_8x8,2.0,2.0,-1.0,-1.0,,,,,,,6405.0,389.987,5.0,0.5,1.0,1.0,3.0,3.0
gridworld_8x8,2.0,2.0,-1.0,-1.0,,,,,,,6405.0,389.987,10.0,0.0,1.0,1.0,6.0,6.0
gridworld_8x8,2.0,2.0,-1.0,-1.0,,,,,,,6405.0,389.987,10.0,0.1,1.0,1.0,6.0,6.0
gridworld_8x8,2.0,2.0,-1.0,-1.0,,,,,,,6405.0,389.987,10.0,0.3,1.0,1.0,4.0,4.0
gridworld_8x8,2.0,2.0,-1.0,-1.0,,,,,,,6405.0,389.987,10.0,0.5,1.0,1.0,3.0,3.0
