benchmark,horizon,epsilon,class_count,empirical_value_error,d_m_t_w1,theorem_4_4_style_bound,canonical_quotient_bound,canonical_to_empirical_ratio
tiger_listen_only,2.0,0.5,3.0,0.12249999999999994,0.24499999999999994,0.4899999999999999,17.0,138.7755102040817
tiger_listen_only,3.0,0.5,6.0,0.08166666666666658,0.10961968680089484,0.32885906040268453,37.5,459.1836734693882
tiger_listen_only,4.0,0.5,9.0,0.023428124999999994,0.05653102226720651,0.22612408906882603,66.0,2817.126850740297
