seed,max_distance_deterministic,max_distance_stochastic,gap,stochastic_exceeds_det
7.0,0.48999999999999994,0.31319732497830416,0.17680267502169578,0.0
42.0,0.48999999999999994,0.3260205082021376,0.1639794917978623,0.0
123.0,0.48999999999999994,0.3592493289808031,0.13075067101919685,0.0
256.0,0.48999999999999994,0.42202853130348766,0.06797146869651227,0.0
999.0,0.48999999999999994,0.46778352841188225,0.02221647158811768,0.0
