benchmark,horizon,m,history_pair,deterministic_policy_count,max_distance_deterministic,stochastic_half_half_distance,witness_gap,deterministic_stationary_suffices
stationary_counterexample,3.0,1.0,L_vs_R_at_t1,2.0,0.0,0.25,0.25,False
